STATION,NAME,DATE,PRCP,TMAX,TMIN
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/22,0,73,56
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/23,0,77,64
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/24,0,89,66
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/25,0,89,69
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/26,0,86,68
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/27,0,85,68
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/28,0,87,69
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/29,0.34,90,71
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/30,0,77,57
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/3/31,0,90,61
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/1,0,89,66
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/2,0,87,66
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/3,0,84,67
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/4,0,91,68
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/5,0,91,69
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/6,1.59,76,70
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/7,0.03,72,61
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/8,0,74,55
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/9,0.59,82,60
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/10,0.58,80,61
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/11,0.01,64,53
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/12,0,86,49
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/13,0,88,50
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/14,0,82,60
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/15,0,82,64
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/16,0,84,67
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/17,0,87,68
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/18,0,91,68
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/19,0,87,63
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/20,0,86,61
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/21,0,90,67
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/22,0,95,71
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/23,0,95,65
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/24,0,89,66
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/25,0,86,70
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/26,0,91,62
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/27,0,86,62
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/28,0,86,64
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/29,0,95,71
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/4/30,0,91,71
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/1,0,90,76
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/2,0,99,76
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/3,0,90,77
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/4,0,89,69
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/5,0,93,68
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/6,0,100,69
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/7,0,99,73
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/8,0,97,73
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/9,0,102,76
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/10,0.01,96,74
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/11,0,91,73
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/12,0.01,94,70
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/13,0.02,92,72
MXN00028154,"REPUBLICA ESPAOLA, MX",1988/6/14,2.95,91,72
