"ID","Drone","Varroa","Day","Mo","Year","Geocluster","City_original","City_rename","State","Country","Latitude","Longitude","Other_obs","Weather","Collector","Beekeeper","S_sample","S_site"
"1001","YES","Unknown",21,3,1988,"TAM","SOTO ALDAMA","","TAMAULIPAS","MEXICO",NA,NA,"","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1002","","Unknown",21,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"NO COMB. NEW SWARM","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1003","","Unknown",21,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"MUCH COMB AT ENTRANCE HOLE","NUBLADO, BRISA DEL SUR","WLR ET AL","TRAPLINE",NA,NA
"1004","YES","Unknown",21,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"MUCH COMB MOSTLY ON HICIR COVER (BACK)","NUBLADO, BRISA DEL SUR","WLR ET AL","TRAPLINE",NA,NA
"1005","","Unknown",18,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,"VERY AGGRESIVE","SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1006","","Unknown",18,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,"POLEN Y MIEL VEN MADURA","SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1007","","Unknown",18,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1009","","Unknown",18,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY BREEZY","WLR","TRAPLINE",NA,NA
"1010","","Unknown",19,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,"NO DRONES NOR DRONE BROOD","HAZEY COOL","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1011","","Unknown",18,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"HAZEY COOL","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1012","","Unknown",18,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY BREEZY","WLR ET AL","TRAPLINE",NA,NA
"1013","","Unknown",18,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,"ONLY WORKER CELLS","SUNNY BREEZY","WLR ET AL","TRAPLINE",NA,NA
"1015","","Unknown",19,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY COOL","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1017","","Unknown",23,3,1988,"TAM","SOTO/LA PESCA","","TAMAULIPAS","MEXICO",23.784679,-97.775543,"3 VERY SMALL DIAGNOLLY COMBS, NO BROOD","OVERCAST COOL AND HUMID","WTW","TRAPLINE",NA,NA
"1019","","Unknown",22,3,1988,"TAM","SOTO/LA PESCA","","TAMAULIPAS","MEXICO",23.784679,-97.775543,"BEES VERY MEAN & AGGRESIVE 7 SMALL COMBS, NO CAPPED BROOD A HUGE SWARM. COMBS LENGTHWISE FOUND DRONES","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1022","","Unknown",23,3,1988,"TAM","SOTO/LA PESCA","","TAMAULIPAS","MEXICO",23.784679,-97.775543,"6 MEDIUM SIZE COMBS DIAGNAL A LITTLE BROOD WITH 3 OR 4 SEALED CELLS","OVERCAST","WTW","TRAPLINE",NA,NA
"1023","","Unknown",23,3,1988,"TAM","SOTO/LA PESCA","","TAMAULIPAS","MEXICO",23.784679,-97.775543,"5 MEDIUM COMBS DIAGONAL. HOWEVER 5 EARLIER COMBS HAD FALLEN DOWN ON THE BOTTOM OF SWARM TRAP.","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1024","","Unknown",23,3,1988,"TAM","SOTO/LA PESCA","","TAMAULIPAS","MEXICO",23.784679,-97.775543,"6 HANGING COMBS, 4 FALLEN, NO BROOD VISIBLE-DIAGONAL COMBS","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1025","","Unknown",23,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"2 SMALL COMBS BOTTOM, BROKEN, 2 ON TOP (ATTACHED) COMB LONGITUDINAL, HONEY BUT NO BROOD, LITTLE POLLEN","OVERCAST SLIGHTLY","WTW ET AL","TRAPLINE",NA,NA
"1026","","Unknown",23,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"3 SMALL DIAGONAL","OVERCAST SLIGHTLY","WTW ET AL","TRAPLINE",NA,NA
"1027","","Unknown",23,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"REINA CONGELADA MUCH CAPPED BROOD 6 MED. COMBS, DIAGONAL W/HONEY AND CAPPED BROOD","UN POCO NUBLADO, BRISA DEL ESTE","WTW ET AL","TRAPLINE",NA,NA
"1028","","Unknown",23,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"MANY DRONES. 8 LARGE COMBS W/FRESH NECTAR 2ND COMB MEASUREMENT GAVE 5.4 CM/10 CELLS","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1029","","Unknown",23,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"ENJAMBRE INCEPIENTE","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1031","","Unknown",23,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"8 LARGE COMBS-QUEEN PREREVEED BROOD, CAPPED HONEY, PLENTIFUL, DRONE CELLS","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1032","","Unknown",23,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"QUEEN NOT SEEN 3 COMBS TRAP HAD FALLEN TO GROUND AND REHUNG. ONE FELL AGAIN AND REHUNG SOME COMB WAS ON THE GROUND AND NOT COUNTED IN THE TOTAL OF 1037(??)","OVERCAST","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1033","","Unknown",23,3,1988,"TAM","VICT-SLM","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"QUEEN TOO. 6 LARGE, 1 SMALL COMB, BROOD, CAPPED HONEY COMBS ATTACHED TO TRAP COVER","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1034","","Unknown",23,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"5 MED. SIZE COMBS","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1035","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"SEVERAL DIAGONAL COMBS- FRESH- MED. SIZE HONEY, CAPPED BROOD; EGGS, MUCH LARVAE ONLY QUEEN PRESERVED","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1036","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"7 MEDIUM COMBS. LONGITUDIUAL COMB DIRECTION WILD OLIVE, HUISACHE, OTROS ARBUSTOS EN FLOR, BASTANTE FLORACION","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1037","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"EGGS PRESENT, NO LARVAE LARGEST SWARM YET 1.5 BAGS NEEDED","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1038","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"SMALL SWARM QUEEN PRESEVED 4 DIAGONAL COMBS","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1039","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"FRESH SWARM. ALMOST NO COMB-WAX.PEPPERED ON HIVE TOP ONLY .","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1040","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"PHEROMONE TUBE PROPELYZED 7 LARGE HANGING COMBS, LONGITUDIUAL 3 FALLEN COMBS, ALSO LARGE","OVERCAST BREEZY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1041","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"NO QUEEN- NO COMB SOME BURR COMB (VERY LITTLE)","BREEZY HOT","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1042","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"MUCH CAPPED DRONE BROOD 1 CYCLE OF WORKERS HAD EMERGED 8 GREAT BIG COMBS, DIAGONAL ATRAYENTE CAIDO?","BREEZY HOT","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1043","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"MANY LARGE COMBS CAPPED HONEY CAPPED DRONES PRESENT","BREEZY HOT","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1044","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"VERY LITTLE COMB, SOME NECTAR NO BROOD OR EGGS","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1045","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"3 SMALL COMBS. NECTAR NO BROOD OR EGGS, SOME NECTAR","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1046","YES","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"QUEEN FOUND, FROZEN 6 MEDIUM COMBS HANGING 3 COMBS FALLEN SEALED BROOD, DRONE CELLS","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1047","YES","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"QUEEN FOUND, FROZEN 7 DIAGONAL MEDIUM COMBS SOME WORKERS W/ LONG ABDOMENS MUCH SEALED BROOD, POLLLEN, NECTAR","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1048","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"EGGS, NO LAVAE 6+ PANALES MEDIANAS REINA CONGELADA","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1049","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"SOME CAPPED BROOD 8 PANALES MEDIANOS","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1050","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"SEALED BROOD SOME EMERGING BROODD 8 PANALES GRADES QUEEN","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1051","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"SEALED BROOD, EMERGIGN BROOD 6 PANALES QUEEN","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1052","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"EMERGING BROOD; DRONE BROOD (CAPPED) 8 LARGE COMBS ATTACHED TO COVER, DIAGONAL","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1053","YES","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"CAPPED BROOD, DRONES, WORKERS 5 COMBS HANGING, MEDIUM SIZE 5 FALLEN; LONGITUDIUAL","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1054","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"SECOND CYCLE OF BROOD LONGITUDIUAL, CONNECTED TO COVER 7 LARGE COMBS","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1055","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"5 COMBS, MEDIUM EMERGING BROOD","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1056","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"NO BULK BEES DUE TO SMALL SIZE OF COLONY","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1057","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"MUCH CAPPED BROOD IN CELLS MUCH POLLEN, HONEY (CAPPED, LIGHT) NO SE MEDIO 11 DIAGONAL COMBS, LARGE NO BULK SAMPLE WAS TAKEN TO CONSERVE TIME-LATE IN THE DAY","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1058","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"CAPPED DRONE, WORKER BROOD DIAGONAL 8 LARGE COMBS","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1059","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"5 COMBS, SMALL NO BROOD","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1060","","Unknown",24,3,1988,"TAM","SOTO/VICTORIA","","TAMAULIPAS","MEXICO",23.77059,-98.204498,"LONDITUDIUAL, 5 MEDIUM SIZE","BREEZY SUNNY","WTW,WLR,DLM,RR","TRAPLINE",NA,NA
"1062","YES","Unknown",19,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,"NEW SWARM APENAS WLR RESAMPLED THIS BY MISTAKE AFTER ONE DAY","CLEAR AND WARMING","R,D,M","TRAPLINE",NA,NA
"1063","","Unknown",19,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY BREEZY","R,M,D","TRAPLINE",NA,NA
"1064","","Unknown",19,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,"FORGOT TO WRITE REPLACEMENT #'S DOWN FOR 49.","SUNNY BREEZY","R,M,D","TRAPLINE",NA,NA
"1065","","Unknown",19,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,"NEW COMB","SUNNY BREEZY","R,M,D","TRAPLINE",NA,NA
"1066","","Unknown",19,4,1988,"TAM","SLM/LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY BREEZY","R,M,D","TRAPLINE",NA,NA
"1069","","Unknown",19,4,1988,"TAM","SOTO - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,M","TRAPLINE",NA,NA
"1071","","Unknown",19,4,1988,"TAM","SLM- CD. VICTORIA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY, BREEZY, HOT","R,D,M","TRAPLINE",NA,NA
"1072","","Unknown",19,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,M","TRAPLINE",NA,NA
"1073","","Unknown",19,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,M","TRAPLINE",NA,NA
"1074","","Unknown",19,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,M","TRAPLINE",NA,NA
"1076","","Unknown",19,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"VERY LG RECENT SWARM (HADN'T BEGUN ANY COMB BUILDING) 2 BAGS OF BEES","SUNNY, BREEZY, HOT","RAUL,DOE","TRAPLINE",NA,NA
"1077","","Unknown",19,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"OUTSIDE TRAP 4 MEDIUM COMB WITH BROOD (ALL STAGES) PROPOLIZED ENTRANCE HOLE 40X35 OUTSIDE","BREEZY","RAUL,DEO","TRAPLINE",NA,NA
"1078","","Unknown",19,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","RAUL,DOE","TRAPLINE",NA,NA
"1079","","Unknown",19,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","DALE ET AL","TRAPLINE",NA,NA
"1083","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,B","TRAPLINE",NA,NA
"1085","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"CLEAR, BREEZY, HOT","D,R,B","TRAPLINE",NA,NA
"1086","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"HOT, GUSTY, CLEAR","R,D,B","TRAPLINE",NA,NA
"1087","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"WINDY, CLEAR, HOT","R,D,B","TRAPLINE",NA,NA
"1088","YES","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"LOTS OF DRONES (FALLEN COMB)","WINDY, CLEAR, HOT","R,D,B","TRAPLINE",NA,NA
"1089","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"LOTS OF DRONES","SUNNY, BREEZY, HOT","R,D,B","TRAPLINE",NA,NA
"1092","","Unknown",20,4,1988,"TAM","SLM - LA PESCA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY, BREEZY, HOT","WLR,DEO,JRP","TRAPLINE",NA,NA
"1094","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"1 FALLEN","SUNNY, BREEZY, HOT","R,D,B","TRAPLINE",NA,NA
"1095","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,B","TRAPLINE",NA,NA
"1096","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,B","TRAPLINE",NA,NA
"1097","","Unknown",20,4,1988,"TAM","SLM - CD. VICTORIA","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"SUNNY, BREEZY, HOT","R,D,B","TRAPLINE",NA,NA
"1098","","Unknown",21,4,1988,"TAM","SLM- CD. VICTORIA","","TAMAULIPAS","MEXICO",NA,NA,NA,"SUNNY, BREEZY, HOT","RAUL,NOE,DEO","TRAPLINE",NA,NA
"1099","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"HOT AND HUMID","WLR, ET.AL","TRAPLINE",NA,NA
"1100","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"NO BROOD ACTIVE RESPONSE TO AGGRESIVE BEHAVIOR TEST (RESULTS: 11&14 STINGS)","HOT AND HUMID","WTW","TRAPLINE",NA,NA
"1101","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"HOT AND HUMID","WTWL","TRAPLINE",NA,NA
"1102","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"BEHAVIORAL TEST DONE FEWER BEES BUT SEVERAL STINGS 4+1","HOT AND HUMID","WTW","TRAPLINE",NA,NA
"1103","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"NOT MUCH COMB BUT MANY BEES NEW SWARM NO BROOD","HOT AND HUMID","WTW","TRAPLINE",NA,NA
"1104","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"BEHAVIOR TEST DONE. LARGE BEE POPULAT, BUT NO STINGS NO COMBS PRESENT A LARGE SWARM RECENTLY ARRIVED IN TRAP","HOT AND HUMID","WTW","TRAPLINE",NA,NA
"1105","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"71 STINGS IN BEHAVIOR TEST A LOT OF BEES 48+23 STINGS EGGS ONLY","HOT AND HUMID","WTW","TRAPLINE",NA,NA
"1106","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"A VERY SMALL POPULATION OF WORKERS 28+1 PIQUETES ONLY SMALL AMT. OF BROOD","HOT AND HUMID","WTW","TRAPLINE",NA,NA
"1107","","Unknown",17,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"FEW BEES FOR AMT. OF COMB 0 STINGS","HOT AND HUMID","WTW","TRAPLINE",NA,NA
"1108","","Unknown",18,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"ALL COMB OUTSIDE TRAP","HAZY, WARM, CLEAR","WLR, ET.AL","TRAPLINE",NA,NA
"1109","","Unknown",18,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"HOT AND HUMID","WLR, ET.AL","TRAPLINE",NA,NA
"1110","","Unknown",18,5,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"V. SMALL SWARM","HOT AND HUMID","WLR, ET.AL","TRAPLINE",NA,NA
"1111","","Unknown",18,5,1988,"TAM","SOTO LA MARINA/PESCA","","TAMAULIPAS","MEXICO",23.772904,-98.200213,"COMBS DIAGONAL INSIDE, TRAVESE ON TOP; DRONE CELLS PRESENT 2+0 STINGS","HOT AND HUMID","WLR, ET.AL","TRAPLINE",NA,NA
"1113","","Unknown",18,5,1988,"TAM","SOTO LA MARINA/PESCA","","TAMAULIPAS","MEXICO",23.772904,-98.200213,"BEHAVIOR TEST=17 STINGS 17+0 NOT MUCH HONEY POLLEN ABUNDANT","HOT AND HUMID","WLR","TRAPLINE",NA,NA
"1114","","Unknown",18,5,1988,"TAM","SOTO LA MARINA/PESCA","","TAMAULIPAS","MEXICO",23.772904,-98.200213,"LITTLE HONEY 0 STINGS","HOT AND HUMID","WLR","TRAPLINE",NA,NA
"1115","","Unknown",18,5,1988,"TAM","SOTO LA MARINA/PESCA","","TAMAULIPAS","MEXICO",23.772904,-98.200213,"LITTLE HONEY","HOT AND HUMID","WLR","TRAPLINE",NA,NA
"1117","","Unknown",14,6,1988,"TAM","LA PESCA / SLM","","TAMAULIPAS","MEXICO",NA,NA,NA,"NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1118","","Unknown",14,6,1988,"TAM","LA PESCA / SLM","","TAMAULIPAS","MEXICO",NA,NA,NA,"NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1119","","Unknown",14,6,1988,"TAM","LA PESCA / SLM","","TAMAULIPAS","MEXICO",NA,NA,"0+0 STINGS","NUBLADO CON NEBLINA, HOT & BREEZY","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1120","","Unknown",14,6,1988,"TAM","SOTO/ALDAMA","","TAMAULIPAS","MEXICO",NA,NA,"43+14 STINGS","NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1121","","Unknown",14,6,1988,"TAM","SOTO/ALDAMA","","TAMAULIPAS","MEXICO",NA,NA,"4+4 STINGS","NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1122","","Unknown",14,6,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"22+1 STINGS TRAMP SE ENCUENTRO A KM 101.3 APPROXIMADMENTE, SE QUITARON Y DE DEHARON E3,E4,C2,C3 IN POSICION","NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1123","","Unknown",14,6,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,NA,"NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1124","","Unknown",14,6,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"6+2 STINGS","NUBLADO Y BRISA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1125","","Unknown",14,6,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"0+0 STINGS","NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1126","","Unknown",15,6,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"POCO NECTAR 12+6 STINGS VIENTO NUBLADO","NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1127","","Unknown",15,6,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"1 STING","NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
"1128","","Unknown",15,6,1988,"TAM","CD. VICTORIA/SOTO","","TAMAULIPAS","MEXICO",23.74077,-99.110129,"1 STING","NUBLADO CON NEBLINA","RAUL, DEO, NOE, MARIO","TRAPLINE",NA,NA
