SAMPLE_ID,Drone,Day,Mo,Year,City_original,State,Country,Location-new,Geocluster,Latitude,Longitude,Collector,Varroa,Other_obs,Weather,Beekeeper
3106,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #4, ORANGE WALK, BELIZE, APIARY 1-MIXED[?]",NA,-1
3107,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #4, ORANGE WALK, BELIZE, APIARY 1-MIXED[?]",NA,-1
3108,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #5, ORANGE WALK, BELIZE 2, ABNORMAL BEHAVIOR ACCORDING TO RICHARD ADEE",NA,-1
3109,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #5, ORANGE WALK, BELIZE 2, ABNORMAL BEHAVIOR ACCORDING TO RICHARD ADEE",NA,-1
3110,,12,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #6 APIARIO ABANDONADO, 7 MILLAS OESTE DE ORANGE WALK, BELIZE, DEFORMED PUPAE, 2 SAMPLES TAKEN",NA,ABANDONADO
3111,,12,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"SAME AS 3110, BUT NO DEFORMITY NOTED",NA,ABANDONADO
3112,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #7, ABANDONADO, SAN LAZARO, 9 MILLAS OESTE DE ORANGE WALK",NA,ABANDONADO
3113,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #8, 22 MILLAS OESTE DE ORANGE WALK, APIARIO ABANDONADO",NA,ABANDONADO
3114,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR,JHZM",NA,"APIARIO #8, 22 MILLAS OESTE DE ORANGE WALK, APIARIO ABANDONADO",NA,ABANDONADO
3115,YES,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #9, SAN FELIPE, 25 MILLAS WEST ORANGE WALK, APIARIO REHABITADO CON AHB ???, MEANEST WE'VE SEEN",NA,-1
3116,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #9, SAN FELIPE, 25 MILLAS WEST ORANGE WALK, APIARIO REHABITADO CON AHB ???, MEANEST WE'VE SEEN",NA,-1
3117,,11,11,1990,ORANGE WALK,BELIZE,BELIZE,Orange walk,BEL,18.089192,-88.572799,"WLR, JHZM",NA,"APIARIO #9, SAN FELIPE, 25 MILLAS WEST ORANGE WALK, APIARIO REHABITADO CON AHB ???, MEANEST WE'VE SEEN",NA,-1
5449,,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5450,,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5451,,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5452,YES,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5453_A,,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5453_B,YES,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5454,,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5455,,23,6,1992,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,NA,NA,STATION 1 TRAP B = 10 DRONES IN DRY ICE. TRAP D = 10 DRONES IN DRY ICE. 3RD GEN. EGGS AND LARVE WORKER AND DRONES. STATION 2 TRAP N = EXPOSED COLONY. BIG SWARM. POSSIBLY JUST LANDED. LITTLE,NA,NA
5688_A,,1,5,1996,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,"ART, STEVE",YES,UNABLE TO FIND QUEEN; LOTS OF varroa IN FIELD CHECK. BURRTIO-BAGGIE,NA,NA
5688_B,,1,5,1996,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,"ART, STEVE",YES,UNABLE TO FIND QUEEN; LOTS OF varroa IN FIELD CHECK. BURRTIO-BAGGIE,NA,NA
5719,,14,6,1996,ABRAM,TEXAS,USA,Abram-perezville,BOR,26.218696,-98.412341,"ART, STEVE, ERICA",YES,varroa IN FIELD CHECK. BURRITO-BAGGIE,NA,NA
5043,,4,5,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"DEO, OSCAR, Y NOE",NA,NA,"MOSTLY SUNNY, HOT & BREEZY",BORDER TRAPLINE
6005,,6,5,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"WLR, OP, ET. AL",NA,"SITE-SANTA ANA NWR, NO DRONE BROOD",NA,BORDER TRAPLINE
6007,,6,5,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"WLR, OP, ET. AL",NA,"SITE-SANTA ANA NWR, 2+1 STINGS","MOSTLY SUNNY, HOT & HUMID",BORDER TRAPLINE
6008,,6,5,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"WLR, OP, ET. AL",NA,"SITE-SANTA ANA NWR, 2+1 STINGS","MOSTLY SUNNY, HOT & HUMID",BORDER TRAPLINE
6014,,7,7,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 10+9 STINGS","HOT, HUMID, SUNNY",BORDER TRAPLINE
6018,,7,7,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 8+3 STINGS","HOT, HUMID, SUNNY",BORDER TRAPLINE
6019,,7,7,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 5+1 STINGS","HOT, HUMID, SUNNY",BORDER TRAPLINE
6020,,7,7,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"OSCAR, LUIS",NA,"SITE-SANTA ANA NWR, 0+0 STINGS","HOT, HUMID, SUNNY",BORDER TRAPLINE
6022,,3,8,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,OSCAR,NA,"SITE-SANTA ANNA NWR, SMALL SWARM","HOT, HUMID, CLOUDY",BORDER TRAPLINE
6025,,6,10,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,OSCAR PALOMA,NA,SITE-SANTA ANA NWR,"SUNNY, HOT, CLOUDY",BORDER TRAPLINE
6027,,6,10,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,OSCAR PALOMA,NA,SITE-SANTA ANA NWR,"SUNNY, HOT, CLOUDY",BORDER TRAPLINE
6030,,7,11,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN SUGDEN, STEVE ACEVEDO, DALE MAKI",NA,SITE-SANTA ANA NWR,"SUNNY, WARM, BREEZY",BORDER TRAPLINE
6031,,7,11,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN SUGDEN, STEVE ACEVEDO, DALE MAKI",NA,SITE-SANTA ANA NWR,"SUNNY, WARM, BREEZY",BORDER TRAPLINE
6032,,7,11,1988,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN SUGDEN, STEVE ACEVEDO, DALE MAKI",NA,SITE-SANTA ANA NWR,"SUNNY, WARM, BREEZY",BORDER TRAPLINE
5103,,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY",NA,SITE-SANTA ANA NWR #3,CLOUDY HOT AND HUMID,BORDER TRAPLINE
5104,YES,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #3, NOT NOTICED OR ESTABLISHED SINCE 17/05 PROB. NEW SWARM-NO COMB; MANY BEES EXTERIOR; NO COMB",CLOUDY HOT AND HUMID,BORDER TRAPLINE
5107,,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #4,LARGE COLONY W/OUTSIDE COMBS DROPED IN REMOVING MOST SAMPLES LOST",CLOUDY HOT AND HUMID,BORDER TRAPLINE
5108,,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #4, COMBS BROKEN",CLOUDY HOT AND HUMID,BORDER TRAPLINE
5110,,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #4, COMB DAMAGED",CLOUDY HOT AND HUMID,BORDER TRAPLINE
5111,,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY",NA,"SITE-SANTA ANA NWR #3, BEES ON OUTSIDE OF TRAP;COMB DAMAGED TOT WT 20 WT MINUS JP JP",CLOUDY HOT AND HUMID,BORDER TRAPLINE
5113,,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY,DMR",NA,SITE-SANTA ANA NWR #7,SLIGHTLY OVERCAST GUSTY,BORDER TRAPLINE
5114,,16,5,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EVAN,ROY",NA,SITE-SANTA ANA NWR #5,CLOUDY HOT AND HUMID,BORDER TRAPLINE
6065,,12,6,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ROY,DMR,EAS,SP",NA,SITE-SANTA ANA NWR,PARTLY CLOUDY,BORDER TRAPLINE
6066,,12,6,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ROY,DMR,EAS,SP",NA,"SITE-SANTA ANA NWR, 3 SM COMB EXTERIOR",PARTLY CLOUDY,BORDER TRAPLINE
6067,,12,6,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ROY,DMR,EAS,SP",NA,"SITE-SANTA ANA NWR, 3 SM COMB EXTERIOR",CLOUDY W/SLIGHT BREEZE,BORDER TRAPLINE
6068,,12,6,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ROY,DMR,EAS,SP",NA,"SITE-SANTA ANA NWR, UNFINISHED QUEEN CELL, MUTLI-EGG CELLS (=LAYING WORKERS)",CLOUDY W/SLIGHT BREEZE,BORDER TRAPLINE
6069,,12,6,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ROY,EAS,SP",NA,"SITE-SANTA ANA NWR, COMB BUILT IN DONUT SHAPE IN BETWEEN LIDS; EQUAL ON BOTH SIDES OF JI &JJ. FEW BEES; NOT WELL KILLED",CLOUDY W/SLIGHT BREEZE,BORDER TRAPLINE
6070,,12,6,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"DMR,ROY,EAS,SP",NA,SITE-SANTA ANA NWR,CLOUDY W/SLIGHT BREEZE,BORDER TRAPLINE
6071,,12,6,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ROY,EAS,SP",NA,SITE-SANTA ANA NWR,CLOUDY W/SLIGHT BREEZE,BORDER TRAPLINE
6074,,18,7,1989,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"RM, KRW",NA,"SITE-SANTA ANA NWR, 13.3 GROSS 8 TARE","MOSTLY SUNNY W/SLIGHT BREEZE, ~100F",BORDER TRAPLINE
5157,,10,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SITE-ZANJA, 11LB-9LB=2LB",CLOUDY AND WINDY,BORDER TRAPLINE
5158,,10,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SITE-ZANJA, 10LB-9LB=1LB",CLOUDY AND WINDY,BORDER TRAPLINE
6076_A,,20,3,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, EXPOSED FERAL COLONY OUTSIDE OF TRAP","70F, CLEAR, 5MPH",BORDER TRAPLINE
6076_B,,20,3,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, EXPOSED FERAL COLONY OUTSIDE OF TRAP","70F, CLEAR, 5MPH",BORDER TRAPLINE
6076_C,,20,3,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, EXPOSED FERAL COLONY OUTSIDE OF TRAP","70F, CLEAR, 5MPH",BORDER TRAPLINE
6077,,20,3,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, 2 1/2 METERS 1 EGG FOUND DRONES PRESENT","70F, CLEAR, 5MPH",BORDER TRAPLINE
6078,,20,3,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, WK",NA,SITE-SANTA ANA NWR,"22C, CLEAR, 5MPH",BORDER TRAPLINE
6079,,20,3,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, WK",NA,"SITE-SANTA ANA NWR, DRONES PRESENT","CLEAR, 21C, 5MPH",BORDER TRAPLINE
6081,,16,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SIT-SANTA ANA NWR, 8LB-8LB=0",NA,BORDER TRAPLINE
6082,,16,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SITE-SANTA ANA NWR, 8LB-8LB=0",NA,BORDER TRAPLINE
6083,,16,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SITE-SANTA ANA NWR, DRONE CELLS 12LB-8LB=4LB",NA,BORDER TRAPLINE
6084,,16,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SITE-SANTA ANA NWR, 9LB-8LB=1",NA,BORDER TRAPLINE
6085_A,,16,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SITE-SANTA ANA NWR, DRONES PRESENT 11LB-8LB=3LB NOTE: FERAL COLONY ON THE OUTSIDE OF TRAP (NO BEHAVIOR TEST DONE)",NA,BORDER TRAPLINE
6085_B,YES,16,4,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,JA",NA,"SITE-SANTA ANA NWR, DRONES PRESENT 11LB-8LB=3LB NOTE: FERAL COLONY ON THE OUTSIDE OF TRAP (NO BEHAVIOR TEST DONE)",NA,BORDER TRAPLINE
6089,,5,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,EAS,NA,"SITE SANTA ANA NWR, WT. 11-7=4",NA,BORDER TRAPLINE
6090,,5,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,EAS,NA,"SITE-SANTA ANA NWR, 21-7=14",NA,BORDER TRAPLINE
6091_A,,5,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,EAS,NA,"SITE-SANTA ANA NWR, RAN OUT OF CON. VIALS ALL FROZEN BEES IN A BAG WT. 9-7=2",NA,BORDER TRAPLINE
6091_B,,5,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,EAS,NA,"SITE-SANTA ANA NWR, RAN OUT OF CON. VIALS ALL FROZEN BEES IN A BAG WT. 9-7=2",NA,BORDER TRAPLINE
6091_C,,5,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,EAS,NA,"SITE-SANTA ANA NWR, RAN OUT OF CON. VIALS ALL FROZEN BEES IN A BAG WT. 9-7=2",NA,BORDER TRAPLINE
6092,,5,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,EAS,NA,"SITE-SANTA ANA NWR, 11-8=3LBS",NA,BORDER TRAPLINE
6093_A,,6,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART,ROBERT,RICHARD",NA,SITE-SANTA ANA NWR,98F HOT 5-10 WIND 20% CLOUDS,BORDER TRAPLINE
6093_B,,6,6,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART,ROBERT,RICHARD",NA,SITE-SANTA ANA NWR,98F HOT 5-10 WIND 20% CLOUDS,BORDER TRAPLINE
6098_A,,23,7,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART,ROBERT",NA,"SITE-SANTA ANA NWR, 9LB-8LB=1LB NO BROOD NO POLLEN",90% CLOUDS 120-15 MPH WINDS,BORDER TRAPLINE
6098_B,,23,7,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART,ROBERT",NA,"SITE-SANTA ANA NWR, 9LB-8LB=1LB NO BROOD NO POLLEN",90% CLOUDS 120-15 MPH WINDS,BORDER TRAPLINE
6099,,20,9,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, RM",NA,"SITE-SANTA ANA NWR, 0 SQ IN BROOD, 1 POLLEN, 4 HONEY, NO QUEEN FOUND, POLLEN SAMPLE TAKEN","95F, 09:24H",BORDER TRAPLINE
6100,,17,10,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM",NA,"SITE-SANTA ANA NWR, TRAP CONTENTS 5LB, SWARM WT 605.74G, BROOD 162 SQ IN, POLLEN 0, HONEY 54, SAMPLED BY EAS,KRW AT E HWY 83 0N 18/10, NO BEHAVIOR TEST",NA,BORDER TRAPLINE
6101,,17,10,1990,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, RM",NA,"SITE-SANT ANA NWR, APPARENTLY QUEENLESS, TRAP CONTENTS 2LB, SWARM WT205.32G, 1 SQ IN BROOD, 3 POLLEN, 48 HONEY, SAMPLED BY EAS, KRW AT E HWY 83 OM 18/10, NO BEHAVIOR TEST.",NA,BORDER TRAPLINE
5237,,14,5,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS",NA,"SITE-ZANJA, P,H SAMPLES, 0.585KG, NO QUEEN FOUND","18C, 100% CLOUDS, 5MPH, WET,RAINY",BORDER TRAPLINE
5260,,11,6,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART, ROBERT, FRED",NA,"SITE-ZANJA, 1205.56","90F, CLOUDY",BORDER TRAPLINE
5284,YES,13,8,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC, RM",NA,"SITE-ZANJA, P,H SAMPLES, EGGS TO EDGE","34C, SUNNY, WARM, WIND 15 MPH",BORDER TRAPLINE
5320,,18,10,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"A.CAVASOS, J.CANTU",NA,"SITE-ZANJA, P,H SAMPLES",NA,BORDER TRAPLINE
6102,,18,4,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-SANTA ANA NWR #1, 0.963KG, P,H SAMPLES,UNABLE TO FIND QUEEN, DRONES PRESENT, EXPOSED COLONY","70F, 90% CLOUDS, 5MPH",BORDER TRAPLINE
6103,,18,4,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #2, 0.394KG, P,B,H SAMPLES","70F, 90% CLOUDS, 5MPH",BORDER TRAPLINE
6104,,18,4,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #10, 0.327KG, P,H,B SAMPLES","70F, 90% CLOUDS, 5MPH",BORDER TRAPLINE
6105,,18,4,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #10, 0.715KG, DRONES PRESENT, P,H,B SAMPLES","70F, 90% CLOUDS, 5MPH",BORDER TRAPLINE
6106,,18,4,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #10, 0.295KG, P,B SAMPLES, CELL SIZE 6.1,5.5,6.9;PROBABLY DRONE COMB, NO QUEEN, LAYING WORKERS (MULTIPLE EGGS), 1 Q CUP, NO HONEY","70F, 90% CLOUDS, 5MPH",BORDER TRAPLINE
6107,,18,4,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS,JB",NA,"SITE-STA ANA NWR #8, 0.842KG, P,H SAMPLES, DRONES PRESENT, ""SWARM JUST MOVING IN""(??), DRONE CELLS PRESENT","70F, 90% CLOUDS, 5MPH",BORDER TRAPLINE
6112,,17,5,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #5, ANITA'S #12, 1.298KG, P,H SAMPLES, NO QUEEN FOUND","29C, O%CLOUDS,5MPH,SUNNY",BORDER TRAPLINE
6113,,17,5,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #6, ANITA'S #13, 0.372KG, P,H SAMPLES","29C, O%CLOUDS,5MPH,SUNNY",BORDER TRAPLINE
6114,,17,5,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #7, ANITA'S #14, 0.173KG, P,H SAMPLES","29C, O%CLOUDS,5MPH,SUNNY",BORDER TRAPLINE
6115,,17,5,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"AC,RM,FS",NA,"SANTA ANA NWR #8, SUGDEN #30-0463, ANITA'S #10, 0.059KG, P,H SAMPLES","29C, O%CLOUDS,5MPH,SUNNY",BORDER TRAPLINE
6118,,14,6,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #1, 336.47GM",38C 20% CLOUD COVER,BORDER TRAPLINE
6119,,14,6,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #4, 718.16GM",38C 20% CLOUD COVER,BORDER TRAPLINE
6120,,14,6,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #5, 2111.67GM",39C 20% CLOUD COVER,BORDER TRAPLINE
6121_A,,14,6,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #8, 1084.98GM",39C 30% CLOUD COVER,BORDER TRAPLINE
6121_B,,14,6,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #8, 1084.98GM",39C 30% CLOUD COVER,BORDER TRAPLINE
6122,,14,6,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"ART, ROBERT, KEN",NA,"SITE-SANTA ANA #8, 562.95GM",39C 30% CLOUD COVER,BORDER TRAPLINE
6126,,18,7,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"A.CAVASOS, R.MUMFORD",NA,SITE-SANTA ANA NWR #7,"34F, 0% CLOUDS, 3-5MPH WIND, HOT AND HUMID",BORDER TRAPLINE
6127_A,,18,7,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"A.CAVASOS, R.MUMFORD",NA,SITE-SANTA ANA NWR #8,"34F, 0% CLOUDS, 3-5MPH WIND, HOT AND HUMID",BORDER TRAPLINE
6127_B,,18,7,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"A.CAVASOS, R.MUMFORD",NA,SITE-SANTA ANA NWR #8,"34F, 0% CLOUDS, 3-5MPH WIND, HOT AND HUMID",BORDER TRAPLINE
6128,,18,7,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"A.CAVASOS, R.MUMFORD",NA,SITE-SANTA ANA NWR #8,"34F, 0% CLOUDS, 3-5MPH WIND, HOT AND HUMID",BORDER TRAPLINE
6129,,14,8,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EAS, AC, RM",NA,"SITE-SANTA ANA NWR #2, P,H SAMPLES","30C, SUNNY, WARM, WIND 5 MPH",BORDER TRAPLINE
6130,,14,8,1991,ALAMO,TEXAS,USA,Alamo,BOR,26.183685,-98.123064,"EAS, AC, RM",NA,"SITE-SANTA ANA NWR #3, P,H SAMPLES, EGGS TO EDGE","30C, SUNNY, WARM, WIND 5 MPH",BORDER TRAPLINE
