Apis_mellifera	NM_001010975.1
Apis_mellifera	NM_001011562.1
Apis_mellifera	NM_001011563.1
Apis_mellifera	NM_001011564.2
Apis_mellifera	NM_001011565.1
Apis_mellifera	NM_001011566.1
Apis_mellifera	NM_001011567.1
Apis_mellifera	NM_001011568.1
Apis_mellifera	NM_001011570.1
Apis_mellifera	NM_001011571.1
Apis_mellifera	NM_001011572.1
Apis_mellifera	NM_001011573.1
Apis_mellifera	NM_001011574.1
Apis_mellifera	NM_001011575.1
Apis_mellifera	NM_001011576.1
Apis_mellifera	NM_001011577.1
Apis_mellifera	NM_001011578.1
Apis_mellifera	NM_001011579.1
Apis_mellifera	NM_001011580.1
Apis_mellifera	NM_001011581.1
Apis_mellifera	NM_001011582.1
Apis_mellifera	NM_001011583.2
Apis_mellifera	NM_001011584.1
Apis_mellifera	NM_001011585.1
Apis_mellifera	NM_001011586.1
Apis_mellifera	NM_001011587.1
Apis_mellifera	NM_001011588.1
Apis_mellifera	NM_001011589.1
Apis_mellifera	NM_001011590.1
Apis_mellifera	NM_001011591.1
Apis_mellifera	NM_001011592.1
Apis_mellifera	NM_001011593.1
Apis_mellifera	NM_001011594.1
Apis_mellifera	NM_001011595.1
Apis_mellifera	NM_001011596.1
Apis_mellifera	NM_001011597.1
Apis_mellifera	NM_001011598.1
Apis_mellifera	NM_001011599.1
Apis_mellifera	NM_001011600.1
Apis_mellifera	NM_001011601.1
Apis_mellifera	NM_001011602.1
Apis_mellifera	NM_001011603.1
Apis_mellifera	NM_001011604.3
Apis_mellifera	NM_001011605.1
Apis_mellifera	NM_001011606.1
Apis_mellifera	NM_001011607.2
Apis_mellifera	NM_001011608.1
Apis_mellifera	NM_001011610.1
Apis_mellifera	NM_001011611.2
Apis_mellifera	NM_001011612.1
Apis_mellifera	NM_001011613.1
Apis_mellifera	NM_001011614.1
Apis_mellifera	NM_001011615.1
Apis_mellifera	NM_001011616.2
Apis_mellifera	NM_001011617.1
Apis_mellifera	NM_001011618.1
Apis_mellifera	NM_001011619.1
Apis_mellifera	NM_001011620.1
Apis_mellifera	NM_001011621.1
Apis_mellifera	NM_001011622.1
Apis_mellifera	NM_001011623.1
Apis_mellifera	NM_001011624.1
Apis_mellifera	NM_001011625.2
Apis_mellifera	NM_001011626.2
Apis_mellifera	NM_001011627.1
Apis_mellifera	NM_001011628.2
Apis_mellifera	NM_001011629.1
Apis_mellifera	NM_001011630.1
Apis_mellifera	NM_001011631.1
Apis_mellifera	NM_001011632.2
Apis_mellifera	NM_001011633.1
Apis_mellifera	NM_001011634.2
Apis_mellifera	NM_001011635.1
Apis_mellifera	NM_001011636.1
Apis_mellifera	NM_001011637.1
Apis_mellifera	NM_001011638.1
Apis_mellifera	NM_001011639.2
Apis_mellifera	NM_001011640.1
Apis_mellifera	NM_001011641.1
Apis_mellifera	NM_001011643.1
Apis_mellifera	NM_001011644.2
Apis_mellifera	NM_001011650.1
Apis_mellifera	NM_001011652.2
Apis_mellifera	NM_001011653.2
Apis_mellifera	NM_001011654.2
Apis_mellifera	NM_001012429.1
Apis_mellifera	NM_001012615.1
Apis_mellifera	NM_001012627.1
Apis_mellifera	NM_001012962.1
Apis_mellifera	NM_001012963.1
Apis_mellifera	NM_001013006.1
Apis_mellifera	NM_001013359.2
Apis_mellifera	NM_001013361.1
Apis_mellifera	NM_001014429.1
Apis_mellifera	NM_001014430.1
Apis_mellifera	NM_001014983.1
Apis_mellifera	NM_001014991.1
Apis_mellifera	NM_001014992.2
Apis_mellifera	NM_001014993.1
Apis_mellifera	NM_001014994.1
Apis_mellifera	NM_001024697.1
Apis_mellifera	NM_001032361.1
Apis_mellifera	NM_001037318.2
Apis_mellifera	NM_001039968.1
Apis_mellifera	NM_001040203.1
Apis_mellifera	NM_001040204.1
Apis_mellifera	NM_001040205.1
Apis_mellifera	NM_001040206.1
Apis_mellifera	NM_001040207.1
Apis_mellifera	NM_001040208.1
Apis_mellifera	NM_001040209.1
Apis_mellifera	NM_001040220.1
Apis_mellifera	NM_001040221.1
Apis_mellifera	NM_001040223.1
Apis_mellifera	NM_001040224.1
Apis_mellifera	NM_001040225.1
Apis_mellifera	NM_001040226.1
Apis_mellifera	NM_001040227.1
Apis_mellifera	NM_001040229.1
Apis_mellifera	NM_001040230.1
Apis_mellifera	NM_001040231.1
Apis_mellifera	NM_001040233.1
Apis_mellifera	NM_001040234.1
Apis_mellifera	NM_001040235.2
Apis_mellifera	NM_001040236.1
Apis_mellifera	NM_001040237.1
Apis_mellifera	NM_001040255.1
Apis_mellifera	NM_001040256.1
Apis_mellifera	NM_001040257.1
Apis_mellifera	NM_001040258.1
Apis_mellifera	NM_001040259.1
Apis_mellifera	NM_001040262.2
Apis_mellifera	NM_001040263.1
Apis_mellifera	NM_001040264.1
Apis_mellifera	NM_001040265.1
Apis_mellifera	NM_001040266.2
Apis_mellifera	NM_001040267.1
Apis_mellifera	NM_001040269.1
Apis_mellifera	NM_001040270.1
Apis_mellifera	NM_001040277.1
Apis_mellifera	NM_001040681.1
Apis_mellifera	NM_001042458.1
Apis_mellifera	NM_001042460.1
Apis_mellifera	NM_001077808.1
Apis_mellifera	NM_001077809.1
Apis_mellifera	NM_001077810.1
Apis_mellifera	NM_001077811.1
Apis_mellifera	NM_001077812.1
Apis_mellifera	NM_001077813.1
